Database Name	ODA
Database Link	http://localhost/ODA/OdaService.asmx
Evaluation GUID	d99c451c-32a2-43d1-acad-d5a8aef429a7
Plate Name	Feeder free HiPSCi 21.05.14
Measurement	Measurement1
Evaluation	Evaluation1
Population	Population - Clumped Nuclei Selected

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Compound	Concentration	Cell Type	Cell Count	Clumped Nuclei Selected - Number of Nuclei Selected- per Object 	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object 	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object 	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object 	Clumped Nuclei Selected - Cell Roundness- Mean per Object 	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object 	
5	10	1	0	8	31	1227	632	[1168,610,1246,718]					3	6343	4369	3434	0.806069	0.561476	
5	10	1	0	8	32	172	634	[152,612,192,656]					1	3300	1462	1251	0.944299	0.730913	
5	10	1	0	8	33	262	673	[244,657,283,689]					1	2030	1785	945	0.92571	0.717391	
5	10	1	0	8	34	364	675	[280,658,489,718]					4	8687	5528	4913	0.767612	0.435968	
5	10	1	0	8	35	1094	693	[1065,662,1136,719]					1	2415	1668	1479	0.614453	0.366884	
5	10	1	0	8	36	823	716	[798,679,853,750]					1	1929	1374	1792	0.661665	0.419991	
5	10	1	0	8	37	985	717	[948,693,1033,765]					2	4534	2731	2045	0.741683	0.431045	
5	10	1	0	8	38	547	720	[515,709,579,747]					1	2347	1403	1139	0.692847	0.293452	
5	10	1	0	8	39	66	745	[29,715,118,773]					1	2025	1541	1810	0.522253	0.321509	
5	10	1	0	8	40	1293	749	[1272,733,1308,764]					1	1589	1606	586	0.781779	0.482472	
5	10	1	0	8	41	1169	795	[1072,734,1242,849]					4	10409	7633	3501	0.79858	0.472244	
5	10	1	0	8	42	782	820	[743,785,809,855]					1	1427	2042	1589	0.60705	0.352261	
5	10	1	0	8	43	916	809	[870,787,941,854]					1	1783	2348	1436	0.555919	0.234888	
5	10	1	0	8	44	174	848	[142,838,209,862]					1	2721	6308	944	0.632155	0.265108	
5	10	1	0	8	45	1065	902	[967,879,1111,947]					3	6259	5365	4529	0.750448	0.451829	
5	10	1	0	8	46	1208	989	[1143,972,1234,1008]					3	5969	5293	1570	0.768498	0.489895	
5	10	1	0	9	1	214	103	[116,11,399,201]					14	26959	20738	16770	0.705973	0.428113	
5	10	1	0	9	2	710	54	[688,32,730,126]					3	8621	5464	2395	0.736637	0.435948	
5	10	1	0	9	3	431	70	[416,45,467,109]					1	1833	1378	1438	0.738407	0.297497	
5	10	1	0	9	4	1069	59	[1053,51,1094,70]					1	5083	1532	512	0.692505	0.412231	
5	10	1	0	9	5	877	144	[847,98,921,169]					1	1941	1818	1363	0.512172	0.280205	
5	10	1	0	9	6	1255	207	[1239,114,1271,227]					2	4510	2869	2162	0.729784	0.382998	
5	10	1	0	9	7	164	155	[137,133,206,170]					1	1749	1366	1284	0.694804	0.34224	
5	10	1	0	9	8	696	194	[566,161,824,252]					7	14925	11625	8707	0.65757	0.349511	
5	10	1	0	9	9	78	261	[47,238,157,287]					3	7849	5724	2831	0.743996	0.429958	
5	10	1	0	9	10	1208	348	[1183,258,1267,423]					3	5094	4170	5568	0.728917	0.488657	
5	10	1	0	9	11	383	401	[331,300,492,427]					4	9239	7227	3173	0.724068	0.282346	
5	10	1	0	9	12	612	346	[566,309,650,389]					1	1669	1334	1426	0.55692	0.142173	
5	10	1	0	9	13	723	355	[707,340,738,370]					1	2236	1333	715	0.989246	0.822292	
5	10	1	0	9	14	449	380	[427,367,468,394]					1	2268	1349	737	0.865618	0.440293	
5	10	1	0	9	15	46	394	[21,381,80,407]					2	5208	4594	1091	0.858126	0.471035	
5	10	1	0	9	16	494	610	[466,462,518,644]					6	19754	9538	5335	0.790743	0.498147	
5	10	1	0	9	17	1255	559	[1210,515,1275,593]					1	1539	1337	2009	0.700188	0.310576	
5	10	1	0	9	18	92	544	[29,516,127,565]					2	8120	3096	2834	0.819647	0.54184	
5	10	1	0	9	19	336	588	[283,536,366,609]					2	6237	3096	1965	0.848381	0.444353	
5	10	1	0	9	20	1044	617	[986,597,1089,647]					2	3516	3722	1363	0.649505	0.278704	
5	10	1	0	9	21	1272	645	[1235,619,1330,671]					1	1312	1330	2482	0.658402	0.350218	
5	10	1	0	9	22	683	737	[623,674,727,784]					3	4378	4854	6294	0.720175	0.463713	
5	10	1	0	9	23	241	714	[185,693,275,800]					2	3899	2802	3087	0.73921	0.439362	
5	10	1	0	9	24	490	797	[429,758,534,825]					2	4092	3361	2338	0.701427	0.343394	
5	10	1	0	9	25	715	825	[681,775,748,882]					1	1886	1308	2286	0.484099	0.26722	
5	10	1	0	9	26	1124	815	[1068,787,1218,858]					2	3515	2632	3492	0.640867	0.284962	
5	10	1	0	9	27	1035	937	[1017,793,1061,959]					3	8379	4180	3171	0.769961	0.43959	
5	10	1	0	9	28	363	816	[334,794,378,835]					1	2628	1351	666	0.679983	0.257171	
5	10	1	0	9	29	632	833	[608,815,659,857]					1	1772	1976	1316	0.863535	0.547339	
5	10	1	0	9	30	872	865	[842,842,894,890]					1	1853	2292	1690	0.856223	0.622974	
5	10	1	0	9	31	704	935	[656,897,730,963]					1	1931	1423	1947	0.54979	0.321551	
5	10	1	0	9	32	265	935	[248,906,289,1010]					2	5448	3075	2576	0.668451	0.377207	
5	10	1	0	9	33	157	962	[121,907,193,996]					1	1675	1331	2320	0.560826	0.367843	
5	10	1	0	9	34	1223	946	[1207,921,1255,994]					3	6174	6739	1934	0.934061	0.581966	
5	10	1	0	9	35	821	975	[797,953,847,1008]					1	1917	1539	994	0.698948	0.27771	
5	11	1	0	1	1	116	34	[101,8,129,75]					1	2040	1630	1020	0.663341	0.324761	
5	11	1	0	1	2	602	104	[573,21,636,159]					5	16482	7526	3999	0.843528	0.586444	
5	11	1	0	1	3	1164	75	[984,26,1205,238]					7	12573	11149	11603	0.734713	0.48082	
5	11	1	0	1	4	1258	144	[1231,58,1286,172]					1	1728	1614	2830	0.542369	0.311928	
5	11	1	0	1	5	509	84	[493,62,528,120]					2	5396	3110	1374	0.768485	0.358639	
5	11	1	0	1	6	312	174	[284,141,331,214]					2	4565	3218	1366	0.784665	0.441207	
5	11	1	0	1	7	493	190	[452,161,531,213]					1	1969	1461	2075	0.749564	0.415691	
5	11	1	0	1	8	176	187	[161,165,192,210]					1	1815	1464	1055	0.907118	0.626071	
5	11	1	0	1	9	1267	196	[1244,173,1279,306]					4	6677	6400	2440	0.804768	0.435121	
5	11	1	0	1	10	312	238	[278,207,339,272]					1	1373	1441	2454	0.817379	0.600134	
5	11	1	0	1	11	654	267	[508,212,706,356]					5	11020	7470	8676	0.649476	0.346728	
5	11	1	0	1	12	1065	249	[1036,225,1104,278]					1	1518	1602	1457	0.637492	0.366524	
5	11	1	0	1	13	109	289	[75,248,151,380]					2	3379	2906	3046	0.522839	0.289495	
5	11	1	0	1	14	1321	345	[1299,324,1335,361]					1	1697	1455	695	0.762174	0.508082	
5	11	1	0	1	15	438	457	[319,349,579,489]					9	21270	18985	14558	0.743702	0.461081	
5	11	1	0	1	16	714	408	[672,377,836,515]					4	9606	6491	6193	0.68992	0.440558	
5	11	1	0	1	17	182	400	[144,387,263,412]					1	1856	1436	1484	0.430862	0.154901	
5	11	1	0	1	18	1206	472	[1187,433,1322,509]					4	7719	6395	4709	0.663183	0.411966	
5	11	1	0	1	19	644	478	[609,448,682,550]					3	6783	4441	3609	0.750594	0.419113	
5	11	1	0	1	20	217	506	[196,474,268,525]					2	3439	2862	2364	0.794273	0.485087	
5	11	1	0	1	21	1125	509	[1112,492,1157,534]					1	3075	1736	1046	0.739897	0.420676	
5	11	1	0	1	22	1024	537	[983,515,1065,599]					3	9690	4473	2547	0.795201	0.543892	
5	11	1	0	1	23	517	542	[472,518,588,573]					2	4224	2787	2701	0.709157	0.382758	
5	11	1	0	1	24	685	546	[654,526,720,582]					2	6279	2904	2341	0.784346	0.445408	
5	11	1	0	1	25	944	570	[918,546,968,591]					1	3311	2134	1524	0.916778	0.696568	
5	11	1	0	1	26	1183	616	[1009,583,1228,861]					10	23853	15310	13282	0.733527	0.437765	
5	11	1	0	1	27	809	612	[773,586,852,674]					2	3684	3059	2943	0.748634	0.420964	
5	11	1	0	1	28	534	637	[452,616,710,686]					5	11523	7039	7082	0.702517	0.429919	
5	11	1	0	1	29	121	641	[99,623,141,680]					1	1818	1437	1700	0.859138	0.538878	
5	11	1	0	1	30	937	656	[873,645,998,675]					2	4048	2793	2004	0.61455	0.280878	
5	11	1	0	1	31	236	723	[205,676,253,780]					1	1910	1949	2205	0.625663	0.263663	
5	11	1	0	1	32	437	709	[414,687,464,740]					2	6428	3375	1333	0.779987	0.48601	
5	11	1	0	1	33	1200	808	[1145,692,1304,909]					6	12050	10143	9539	0.720858	0.512932	
5	11	1	0	1	34	893	858	[828,778,941,900]					2	3282	3066	3680	0.593175	0.326469	
5	11	1	0	1	35	814	817	[784,800,854,866]					1	1730	1989	1481	0.559841	0.381683	
5	11	1	0	1	36	219	839	[180,821,256,874]					1	1918	1424	1464	0.606704	0.244792	
5	11	1	0	1	37	743	915	[725,876,779,935]					2	4498	3456	1328	0.750878	0.452671	
5	11	1	0	1	38	654	896	[639,877,670,915]					1	2045	1412	869	0.911212	0.676553	
5	11	1	0	1	39	944	925	[928,910,961,942]					1	2391	1720	788	0.933891	0.804943	
5	11	1	0	1	40	1211	963	[1188,917,1237,985]					1	1441	1429	2009	0.77351	0.491629	
5	11	1	0	1	41	194	947	[156,928,211,980]					1	2184	1544	1377	0.747105	0.359928	
5	11	1	0	1	42	257	971	[237,942,284,998]					1	1570	1673	1471	0.676986	0.447713	
5	11	1	0	1	43	20	1000	[4,986,35,1016]					1	2008	1451	624	0.913176	0.566205	
5	11	1	0	2	1	148	25	[130,9,191,44]					1	2729	2039	1229	0.755508	0.436155	
5	11	1	0	2	2	1328	27	[1302,10,1339,39]					2	6057	3161	799	0.800293	0.513482	
5	11	1	0	2	3	1157	89	[1128,38,1192,127]					3	8979	4272	3106	0.781815	0.566303	
5	11	1	0	2	4	857	233	[734,105,878,291]					5	8455	7287	7170	0.738507	0.451436	
5	11	1	0	2	5	199	227	[178,195,222,252]					3	13366	4950	1825	0.835763	0.550431	
5	11	1	0	2	6	350	408	[244,345,387,540]					9	25221	18214	10031	0.707268	0.427854	
5	11	1	0	2	7	468	381	[431,349,501,418]					8	38757	12940	3343	0.859731	0.557519	
5	11	1	0	2	8	561	374	[514,349,607,429]					3	10698	4054	2653	0.677732	0.450905	
5	11	1	0	2	9	798	448	[753,400,839,507]					1	1199	1997	3466	0.41261	0.342579	
5	11	1	0	2	10	682	503	[661,467,718,540]					1	1897	1301	1301	0.623514	0.228042	
5	11	1	0	2	11	177	500	[169,492,186,509]					1	4877	1615	250	1.0173	0.859566	
5	11	1	0	2	12	515	574	[416,510,578,620]					5	10165	6588	5412	0.778004	0.409555	
5	11	1	0	2	13	441	581	[421,564,460,604]					1	2006	1300	1085	0.903994	0.738818	
5	11	1	0	2	14	284	661	[265,642,306,682]					1	4496	2573	1114	0.865609	0.684085	
5	11	1	0	2	15	418	740	[388,698,444,794]					2	5276	2655	2217	0.755697	0.40747	
5	11	1	0	2	16	281	817	[225,707,316,839]					2	3681	3763	2979	0.568057	0.257691	
5	11	1	0	2	17	151	764	[139,753,164,776]					1	3437	2653	473	0.96681	0.757491	
5	11	1	0	2	18	106	775	[73,764,150,791]					1	2684	1321	907	0.537411	0.179466	
5	11	1	0	2	19	756	854	[733,816,789,880]					1	1641	1321	1339	0.707132	0.275326	
5	11	1	0	2	20	129	829	[122,823,136,837]					1	4420	1321	160	1.01527	0.807207	
5	11	1	0	2	21	496	895	[480,881,528,911]					1	2076	1536	702	0.660741	0.444562	
5	11	1	0	2	22	663	976	[632,943,769,1005]					4	13044	8674	4467	0.709209	0.433272	
5	11	1	0	2	23	182	966	[164,945,207,1011]					1	1824	1418	1433	0.579959	0.399731	
5	11	1	0	2	24	421	974	[399,955,439,995]					1	2362	1395	974	0.874456	0.577778	
5	11	1	0	3	1	143	27	[125,11,162,44]					2	8898	3665	844	0.8968	0.627276	
5	11	1	0	3	2	188	71	[173,58,205,84]					1	6585	2860	626	0.966804	0.739709	
5	11	1	0	3	3	747	135	[603,85,825,167]					7	23553	13536	4028	0.79117	0.45287	
5	11	1	0	3	4	632	204	[606,171,658,233]					2	9524	3616	2510	0.850952	0.56854	
5	11	1	0	3	5	233	232	[199,216,253,250]					1	2928	3318	892	0.736322	0.302718	
5	11	1	0	3	6	151	272	[129,257,174,288]					1	6082	1907	993	0.953082	0.595591	
5	11	1	0	3	7	357	278	[333,264,373,294]					1	4686	1456	852	0.954551	0.629317	
5	11	1	0	3	8	498	379	[443,350,584,427]					4	13835	7245	3904	0.754653	0.433199	
5	11	1	0	3	9	894	402	[843,354,1036,591]					17	42316	33505	15349	0.765502	0.450714	
5	11	1	0	3	10	1308	490	[1299,482,1317,501]					1	4065	2777	259	0.993483	0.808799	
5	11	1	0	3	11	1122	534	[1103,517,1158,552]					2	6378	4458	1361	0.805887	0.423127	
5	11	1	0	3	12	773	680	[561,548,819,720]					11	25231	21160	16091	0.693899	0.426468	
5	11	1	0	3	13	273	563	[262,554,290,574]					1	938	1591	432	0.886902	0.646401	
5	11	1	0	3	14	1042	714	[929,574,1099,782]					8	15783	11854	14356	0.744715	0.493702	
5	11	1	0	3	15	1343	612	[1334,603,1351,628]					1	1816	1399	334	0.886451	0.532246	
5	11	1	0	3	16	466	668	[351,637,489,813]					4	8709	5859	4887	0.739338	0.413389	
5	11	1	0	3	17	584	692	[521,650,646,714]					3	6076	5647	3104	0.67824	0.349262	
5	11	1	0	3	18	311	695	[302,687,346,744]					1	2312	1392	918	0.577109	0.207641	
5	11	1	0	3	19	688	760	[529,718,744,997]					14	35981	20694	19019	0.711609	0.447323	
5	11	1	0	3	20	1299	797	[1269,784,1328,812]					1	1478	1568	1128	0.760925	0.38346	
5	11	1	0	3	21	283	828	[260,795,308,855]					3	8621	4256	1962	0.898533	0.611992	
5	11	1	0	3	22	1203	874	[1169,851,1263,946]					2	3363	3475	3265	0.687983	0.322018	
5	11	1	0	3	23	482	892	[470,878,497,905]					1	2328	1550	560	0.93131	0.69992	
5	11	1	0	3	24	1136	944	[1091,904,1172,973]					1	1443	1391	2190	0.676121	0.313275	
5	11	1	0	3	25	111	945	[94,924,125,964]					1	2092	1514	811	0.744466	0.529668	
5	11	1	0	3	26	1203	960	[1192,934,1216,997]					1	2030	1414	1089	0.738754	0.336407	
5	11	1	0	4	1	757	40	[741,24,801,76]					2	5256	3298	1255	0.843132	0.522637	
5	11	1	0	4	2	1163	135	[1044,97,1196,182]					3	6568	5088	6762	0.74752	0.511191	
5	11	1	0	4	3	101	148	[79,136,115,164]					1	1342	1292	656	0.573225	0.363097	
5	11	1	0	4	4	955	166	[948,159,966,175]					1	1410	1375	226	0.98094	0.737865	
5	11	1	0	4	5	205	205	[173,160,370,220]					5	11684	8600	3546	0.696983	0.349617	
5	11	1	0	4	6	1257	191	[1207,160,1279,226]					1	1889	1320	1554	0.525425	0.250861	
5	11	1	0	4	7	1316	367	[1242,307,1344,395]					2	4084	2648	3461	0.623668	0.315661	
5	11	1	0	4	8	542	365	[524,346,560,400]					1	2209	1665	1004	0.76921	0.331019	
5	11	1	0	4	9	784	374	[769,356,799,418]					1	4172	1352	931	0.671271	0.333292	
5	11	1	0	4	10	970	391	[960,380,980,404]					1	2807	1314	349	0.910225	0.631421	
5	11	1	0	4	11	123	499	[71,462,153,557]					2	3535	3722	3550	0.643544	0.366658	
5	11	1	0	4	12	294	494	[250,480,383,524]					2	4030	3500	2227	0.652194	0.30871	
5	11	1	0	4	13	617	557	[476,527,648,576]					5	16283	8044	4088	0.782347	0.506431	
5	11	1	0	4	14	322	643	[213,579,364,673]					4	6506	6012	5125	0.716331	0.45021099999999997	
5	11	1	0	4	15	1201	598	[1183,587,1213,626]					1	3726	2596	770	0.899481	0.507843	
5	11	1	0	4	16	1314	658	[1254,611,1355,713]					1	1781	1297	6350	0.492545	0.528807	
5	11	1	0	4	17	140	645	[109,625,247,673]					2	3573	2663	2651	0.684304	0.310223	
5	11	1	0	4	18	456	698	[376,632,522,804]					4	6659	5574	6447	0.622506	0.306449	
5	11	1	0	4	19	699	671	[546,637,754,741]					4	7342	7376	6151	0.64933	0.402597	
5	11	1	0	4	20	74	737	[50,696,113,768]					1	1556	1331	2257	0.684672	0.411445	
5	11	1	0	4	21	919	727	[901,715,985,741]					1	2005	1380	1013	0.506215	0.232032	
5	11	1	0	4	22	256	802	[235,792,315,818]					1	1934	2204	1267	0.604679	0.228121	
5	11	1	0	4	23	43	904	[15,820,111,933]					3	6185	4030	5506	0.692363	0.417175	
5	11	1	0	4	24	469	840	[452,820,485,858]					1	1792	1334	986	0.969788	0.77641	
5	11	1	0	4	25	144	883	[114,844,171,934]					1	1672	1325	2706	0.707849	0.440262	
5	11	1	0	4	26	255	875	[235,851,312,902]					2	5543	2840	2165	0.797545	0.457231	
5	11	1	0	4	27	1247	962	[1159,889,1278,989]					4	8093	6886	4830	0.730701	0.411582	
5	11	1	0	4	28	43	968	[21,941,80,999]					1	1587	1352	1524	0.706324	0.382762	
5	11	1	0	4	29	483	993	[452,967,531,1021]					2	6641	4177	1953	0.802804	0.475304	
5	11	1	0	4	30	229	991	[211,978,242,1006]					1	1850	1453	631	0.944594	0.680697	
5	11	1	0	5	1	77	51	[37,38,143,84]					1	2575	1448	1660	0.437163	0.180845	
5	11	1	0	5	2	329	67	[309,50,349,86]					1	1763	1423	1013	0.94344	0.67968	
5	11	1	0	5	3	563	154	[530,54,716,214]					6	10615	8571	9540	0.706986	0.503729	
5	11	1	0	5	4	1083	143	[1051,104,1102,172]					1	1873	1642	1114	0.608206	0.31568	
5	11	1	0	5	5	197	150	[169,115,283,189]					2	3115	3278	4290	0.785076	0.555334	
5	11	1	0	5	6	882	177	[849,124,904,213]					1	1588	1373	2817	0.728777	0.411629	
5	11	1	0	5	7	1191	181	[1177,165,1206,240]					2	6604	2963	1282	0.771546	0.452656	
5	11	1	0	5	8	1090	203	[1077,179,1110,233]					1	2424	1533	801	0.657242	0.33997	
5	11	1	0	5	9	673	202	[644,191,693,277]					2	4778	3031	1570	0.725855	0.30385	
5	11	1	0	5	10	784	228	[745,196,849,266]					1	1407	1375	2457	0.554558	0.303185	
5	11	1	0	5	11	61	285	[28,236,95,344]					2	2631	2822	4415	0.750645	0.435996	
5	11	1	0	5	12	985	278	[973,262,997,292]					1	2006	1592	588	0.931219	0.712343	
5	11	1	0	5	13	549	305	[538,275,562,333]					1	1972	1665	924	0.692372	0.305081	
5	11	1	0	5	14	629	384	[574,282,688,415]					2	3547	2749	4013	0.554216	0.272672	
5	11	1	0	5	15	771	328	[739,295,817,364]					3	6676	4620	2756	0.816658	0.505719	
5	11	1	0	5	16	1243	315	[1226,298,1305,341]					2	4319	2797	1571	0.807235	0.474566	
5	11	1	0	5	17	119	348	[92,302,156,379]					3	5551	4264	2216	0.756986	0.400222	
5	11	1	0	5	18	1227	385	[1173,345,1316,504]					6	10955	10472	10136	0.697147	0.40564	
5	11	1	0	5	19	466	452	[430,370,540,486]					4	9433	5712	4987	0.827551	0.500033	
5	11	1	0	5	20	827	422	[725,370,937,475]					5	8935	7396	5875	0.76161	0.424972	
5	11	1	0	5	21	379	412	[349,375,418,445]					1	1610	1382	2143	0.634931	0.436606	
5	11	1	0	5	22	585	395	[570,381,600,410]					1	2227	1777	669	0.951072	0.814379	
5	11	1	0	5	23	1150	673	[1029,405,1251,743]					14	28510	21334	23326	0.68923	0.427433	
5	11	1	0	5	24	33	486	[12,469,71,511]					3	7142	5258	1834	0.8238	0.464927	
5	11	1	0	5	25	869	493	[831,470,892,520]					3	7678	5104	1711	0.788081	0.482901	
5	11	1	0	5	26	107	491	[87,477,131,507]					1	2842	1408	983	0.870152	0.597466	
5	11	1	0	5	27	635	546	[605,491,703,602]					2	3983	2813	3864	0.648157	0.391076	
5	11	1	0	5	28	311	519	[243,493,422,606]					4	6369	5728	8063	0.675181	0.378443	
5	11	1	0	5	29	155	591	[109,517,204,619]					5	12874	7953	3970	0.787917	0.481261	
5	11	1	0	5	30	990	711	[934,535,1068,766]					4	7014	5448	8406	0.649247	0.393738	
5	11	1	0	5	31	527	573	[467,541,555,623]					1	2832	1431	2874	0.718693	0.325396	
5	11	1	0	5	32	246	634	[207,603,277,661]					2	4952	4206	1575	0.736272	0.406356	
5	11	1	0	5	33	559	629	[501,603,597,656]					1	2635	1622	2466	0.729938	0.286024	
5	11	1	0	5	34	56	646	[35,620,113,705]					4	12090	6012	2442	0.844123	0.490279	
5	11	1	0	5	35	743	657	[688,627,768,690]					2	4571	3031	2322	0.739223	0.369757	
5	11	1	0	5	36	1304	721	[1218,677,1326,848]					3	9505	6336	3263	0.650609	0.298581	
5	11	1	0	5	37	102	824	[59,696,117,865]					3	6785	5345	2915	0.700953	0.33982	
5	11	1	0	5	38	729	737	[713,714,744,752]					1	2559	1486	829	0.885935	0.671512	
5	11	1	0	5	39	531	773	[514,759,548,789]					1	1365	1702	762	0.882746	0.688308	
5	11	1	0	5	40	650	842	[627,763,678,898]					1	1714	1354	1651	0.393889	0.101031	
5	11	1	0	5	41	1169	781	[1129,763,1222,800]					2	7441	3198	2098	0.746727	0.455738	
5	11	1	0	5	42	428	823	[413,773,447,863]					1	2312	1386	1669	0.661912	0.288304	
5	11	1	0	5	43	289	815	[238,789,339,891]					2	4997	2904	3963	0.734763	0.472308	
5	11	1	0	5	44	739	818	[733,813,748,824]					1	2212	1343	125	0.959578	0.660819	
5	11	1	0	5	45	1104	861	[970,820,1138,1003]					9	18544	14776	11036	0.716691	0.450396	
5	11	1	0	5	46	879	865	[855,844,1018,939]					3	6364	4125	4111	0.705634	0.379946	
5	11	1	0	5	47	219	874	[192,851,249,899]					1	1877	1409	1293	0.713856	0.337037	
5	11	1	0	5	48	18	877	[4,866,38,893]					1	2334	1458	627	0.815005	0.546641	
5	11	1	0	5	49	476	932	[413,906,564,973]					3	6279	5946	3888	0.709486	0.419445	
5	11	1	0	5	50	843	944	[820,920,865,967]					2	5164	2845	1334	0.823868	0.514866	
5	11	1	0	5	51	944	998	[928,985,966,1012]					1	3280	1566	840	0.8934	0.630271	
5	11	1	0	6	1	922	214	[897,70,963,334]					11	30819	24742	7842	0.797468	0.519823	
5	11	1	0	6	2	195	134	[164,112,224,155]					2	8833	3797	1516	0.670654	0.442142	
5	11	1	0	6	3	688	139	[673,119,704,156]					1	1983	2286	723	0.866202	0.491468	
5	11	1	0	6	4	754	169	[744,158,764,179]					1	2002	1369	293	0.937963	0.568471	
5	11	1	0	6	5	488	256	[423,171,528,352]					3	4997	4462	6189	0.672849	0.334704	
5	11	1	0	6	6	262	239	[163,175,343,372]					9	18748	13497	11093	0.748193	0.478129	
5	11	1	0	6	7	101	217	[74,184,119,241]					1	2466	1564	1265	0.639257	0.498383	
5	11	1	0	6	8	1239	244	[1221,231,1252,260]					1	1800	1585	636	0.936032	0.745052	
5	11	1	0	6	9	676	299	[655,279,699,319]					1	2991	1925	1327	0.898963	0.786471	
5	11	1	0	6	10	397	380	[369,331,436,436]					4	11310	8317	3541	0.812274	0.559862	
5	11	1	0	6	11	236	362	[219,344,256,384]					1	2610	1397	1110	0.906885	0.744208	
5	11	1	0	6	12	505	403	[473,374,540,429]					2	5270	2736	2195	0.658026	0.394013	
5	11	1	0	6	13	1254	398	[1234,384,1284,414]					1	1593	1855	983	0.888316	0.477354	
5	11	1	0	6	14	984	490	[890,448,1022,523]					2	4100	2888	4283	0.645261	0.444837	
5	11	1	0	6	15	232	513	[122,454,298,545]					8	29700	14359	9381	0.808164	0.524651	
5	11	1	0	6	16	96	515	[69,498,115,533]					1	2161	1518	1147	0.992788	0.694177	
5	11	1	0	6	17	868	634	[801,550,897,676]					5	14317	8910	3342	0.772005	0.404792	
5	11	1	0	6	18	1226	626	[1148,598,1289,648]					3	6186	5629	3137	0.785767	0.479984	
5	11	1	0	6	19	507	644	[479,610,563,698]					8	32058	12354	4217	0.856988	0.520451	
5	11	1	0	6	20	1221	721	[1194,660,1248,749]					2	3897	2833	2992	0.844861	0.595274	
5	11	1	0	6	21	280	750	[267,736,295,766]					1	3693	1427	634	0.947209	0.756299	
5	11	1	0	6	22	747	810	[720,782,777,850]					2	6895	3617	2295	0.751804	0.468412	
5	11	1	0	6	23	57	860	[9,829,113,889]					2	4464	3342	3400	0.80059	0.572693	
5	11	1	0	6	24	277	884	[209,857,345,899]					1	3586	1658	2349	0.49698	0.181926	
5	11	1	0	6	25	523	902	[476,879,565,933]					3	9714	5777	2607	0.798593	0.502483	
5	11	1	0	6	26	1169	928	[1149,904,1220,978]					2	3198	2769	2523	0.736492	0.487102	
5	11	1	0	7	1	335	54	[301,14,358,81]					1	1918	1513	2046	0.627498	0.400595	
5	11	1	0	7	2	261	67	[229,22,281,122]					1	1901	1592	2213	0.65454	0.306367	
5	11	1	0	7	3	1118	69	[1083,39,1145,135]					2	3348	3687	1985	0.72761	0.373235	
5	11	1	0	7	4	373	162	[294,121,417,219]					4	15570	9829	5017	0.764895	0.450245	
5	11	1	0	7	5	25	168	[11,154,40,189]					1	3087	2021	670	0.914841	0.687937	
5	11	1	0	7	6	1255	174	[1179,154,1288,217]					1	1353	2029	2753	0.554087	0.327693	
5	11	1	0	7	7	737	254	[675,224,760,357]					2	4321	2812	3727	0.763081	0.351753	
5	11	1	0	7	8	442	268	[423,249,461,287]					1	3800	2601	1065	0.941202	0.72915	
5	11	1	0	7	9	605	341	[573,310,671,406]					2	3235	2712	4346	0.698585	0.487419	
5	11	1	0	7	10	336	338	[312,316,359,364]					1	3409	1411	1688	0.925463	0.806828	
5	11	1	0	7	11	338	534	[219,368,424,603]					13	41044	22648	13420	0.772572	0.452969	
5	11	1	0	7	12	368	400	[360,391,380,409]					1	1282	1423	267	0.925168	0.717532	
5	11	1	0	7	13	68	549	[7,463,93,586]					3	6155	5095	3773	0.655777	0.349249	
5	11	1	0	7	14	556	633	[516,602,590,668]					2	8910	4027	2847	0.840753	0.650184	
5	11	1	0	7	15	690	672	[669,653,711,694]					2	4830	3003	1265	0.811049	0.489654	
5	11	1	0	7	16	182	741	[148,723,244,796]					2	5859	2662	2145	0.779961	0.354528	
5	11	1	0	7	17	425	768	[406,727,444,799]					2	6361	2823	1680	0.760485	0.379526	
5	11	1	0	7	18	629	756	[528,734,694,772]					2	3697	3308	2299	0.523058	0.228689	
5	11	1	0	7	19	308	781	[246,759,386,825]					4	15035	9413	4582	0.628671	0.388374	
5	11	1	0	7	20	839	887	[823,863,859,903]					1	1806	1312	837	0.842695	0.596328	
5	11	1	0	7	21	519	894	[496,866,541,921]					1	2067	1830	1276	0.724567	0.357183	
5	11	1	0	7	22	992	965	[979,954,1004,979]					1	3134	1366	468	0.993229	0.78179	
5	11	1	0	7	23	1306	965	[1299,959,1320,971]					1	2272	1339	201	0.869014	0.510563	
5	11	1	0	7	24	309	987	[291,965,377,1000]					1	2382	1313	1090	0.513028	0.15632	
5	11	1	0	7	25	814	1002	[799,982,835,1020]					1	2030	1312	848	0.814111	0.537688	
5	11	1	0	8	1	759	61	[729,9,858,130]					3	4779	4254	5364	0.579884	0.288042	
5	11	1	0	8	2	1318	236	[1206,36,1351,303]					7	11052	11392	8662	0.702295	0.408719	
5	11	1	0	8	3	38	86	[16,37,72,189]					3	5640	4354	3411	0.652854	0.363579	
5	11	1	0	8	4	939	135	[877,103,1091,282]					6	13177	8896	7616	0.711008	0.439496	
